b0100011100;Труба PP-H Дн32 L=0,5м Политэк;11;Водоотведение;Трубы для внутреннего водоотведения и соед части;Политэк;S;P2;22,03;42;0201-00558;&;0
b0100011102;Отвод PP-H Дн32х45° Политэк;10;Водоотведение;Трубы для внутреннего водоотведения и соед части;Политэк;S;D0;9,88;20;0201-00560;&;0
b0100011103;Отвод PP-H Дн32х87° Политэк;15;Водоотведение;Трубы для внутреннего водоотведения и соед части;Политэк;S;D0;9,88;20;0201-00561;&;0
b0100011110;Муфта PP-H ремонтн Ду32 Политэк;1;Водоотведение;Трубы для внутреннего водоотведения и соед части;Политэк;S;D0;17,23;34;0201-00565;&;0
b0100011155;Термометр биметаллический ТБ63 осевой Дк63 L=100мм кл.т.2,5 120C паспорт Метер;2;Приборы учета и КИП;Термометры, манометры;Метер;Z;NL;202,41;232;0701-00243;&;0
b0100011358;Кран шаровой сталь DZT Ду50 Ру40 фл L=180мм ГОСТ Broen 6010340050L180;3;Запорная арматура;Краны;Broen;Z;NL;3 350;4 529;0301-00669;&;0
b0100011408;Клапан RA-N для двухтр системы Ду20 прям Danfoss 013G0016;27;Отопительное оборудование;Регулирующая арматура и узлы подключения для приборов отопления;Danfoss;S;D0;1 173,34;2 070,69;;@;0
b0100011410;Элемент терморегулирующий RA2994  Danfoss 013G2994;40;Отопительное оборудование;Регулирующая арматура и узлы подключения для приборов отопления;Danfoss;S;D1;837,32;1 478,18;;@;0
b0100011438;Трубка Super 15/13 L=2м 95C Energoflex;4;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;Z;NL;20,91;24;1001-01122;&;0
b0100011450;Лента ST 3ммх50ммх10м K-Flex;2;Изоляция и уплотнение;Изоляция и термоизоляция;K-Flex;S;P2;230,34;446,25;1001-00202;&;0
b0100011673;Задвижка 30лс41нжХЛ Ду100 Ру16;2;Запорная арматура;Задвижки;МЗТА;Q;NL;8 580,81;9 817;;&;0
b0100011703;Переход сталь оц Дн76х38 ГОСТ 17378-2001 ПЗКТ;2;Трубопроводы и соединительные части;Труба стальная и соединительные части;ПЗКТ;S;D0;118,8;203;0101-01454;&;0
b0100011776;Комплект  универ  монтажн Ду15 в блистере 7предметов Ogint;41;Отопительное оборудование;Радиаторы;Ogint;S;P2;121,62;204,24;0502-00029;@;0
b0100011891;Клапан RA-N для двухтр системы Ду15 прям Danfoss 013G3904;20;Отопительное оборудование;Регулирующая арматура и узлы подключения для приборов отопления;Danfoss;S;D0;935,55;1 651,25;;@;0
b0100011892;Клапан RA-N для двухтр системы Ду15 угл Danfoss 013G3903;43;Отопительное оборудование;Регулирующая арматура и узлы подключения для приборов отопления;Danfoss;S;D0;940,23;1 651,25;;@;0
b0100013358;Труба НПВХ Дн110х3,2 L=1,0м Хемкор;95;Водоотведение;Трубы для наружного водоотведения и соед части;Хемкор;S;D0;108,32;154;0202-00247;@;0
b0100013360;Труба НПВХ Дн110х3,2 L=2,0м Хемкор;150;Водоотведение;Трубы для наружного водоотведения и соед части;Хемкор;S;D0;208,67;295;0202-00248;@;0
b0100013368;Труба НПВХ Дн160х4,0 L=2,0м Хемкор;5;Водоотведение;Трубы для наружного водоотведения и соед части;Хемкор;S;D1;384,87;544;0202-00252;@;0
b0100013369;Труба НПВХ Дн160х4,0 L=3м Хемкор;2;Водоотведение;Трубы для наружного водоотведения и соед части;Хемкор;S;D1;567,17;802;0202-00253;@;0
b0100013411;Болт М24х100 вес ГОСТ 7798-70;8,1;Трубопроводы и соединительные части;Крепежные изделия;_;S;D0;64,18;105;0112-00348;@;0
b9300037321;Комплект термостатическ  Ду15 прям кл/запор кл/элемент Giacomini R470FX013;175;Отопительное оборудование;Регулирующая арматура и узлы подключения для приборов отопления;Giacomini;Z;D0;619,5;837;0503-00010;&;0
b9300037366;Кран шаровой латунь 11б27п1 Ду15 НР/нак.г полный проход бабочка БАЗ;15;Запорная арматура;Краны;БАЗ;S;P2;114,68;171;0301-02116;&;0
b9300037423;Радиатор сталь 11VC 500х600 прав Purmo 2311050060;3;Отопительное оборудование;Радиаторы;Purmo;Z;D0;3 219,84;5 897,15;;@;0
b9300037424;Радиатор сталь 11VC 500х800 прав Purmo 2311050080;8;Отопительное оборудование;Радиаторы;Purmo;Z;D0;3 508,81;6 426,4;;@;0
b9300037426;Радиатор сталь 11VC 500х1100 прав Purmo 2311050110;1;Отопительное оборудование;Радиаторы;Purmo;Z;NL;4 065,38;7 445,75;;@;0
b9300037427;Радиатор сталь 11VC 500х1200 прав Purmo 2311050120;4;Отопительное оборудование;Радиаторы;Purmo;Z;NL;4 259,35;7 801;;@;0
b9300037920;Крепление D6х80 для унитаза  к полу комплект саморезы;48;Сантехника;Унитазы;_;S;P2;3,4;10;0902-00117;&;0
b9300037922;Крепление для унитаза  под ключ D6/80 комплект  12103;22;Сантехника;Унитазы;_;S;P2;11,51;19;;&;0
b9300037988;Завеса теплов   TZ-610t;7;Вентиляционное оборудование;Вентиляция;_;Z;D0;8 475,88;11 460;;&;0
b0100003598;Радиатор сталь панельный 22KV 500х1120 2303Вт нижний прав Vogel&Noot;1;Отопительное оборудование;Радиаторы;Vogel&Noot;Z;D0;4 711,22;6 370;0502-01265;&;0
b0100003702;Клапан балансировочный MSV-BD Ду32 Danfoss 003Z4004;1;Регулирующая и предохр арматура и автоматика;Клапаны балансировочные;Danfoss;S;D1;6 986,26;11 305,4;;@;0
b0100003770;Кран шаровой латунь Faro Ду20 ВР/ВР бабочка с фильтром STC 1220;78;Запорная арматура;Краны;STC;S;P2;357,07;551,26;0301-00246;@;0
b0100003816;Клапан балансировочный MSV-BD Ду20 ВР/ВР Kv=6,6 Danfoss 003Z4002;4;Регулирующая и предохр арматура и автоматика;Клапаны балансировочные;Danfoss;S;D0;4 928,81;7 937,4;;@;0
b0100003839;Тройник латунь переходн Дн32х16х32 пресс для мп Comap 733KBK;22;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D0;714,88;1 083;0103-00377;&;0
b0100003843;Тройник латунь переходн Дн26х16х20 пресс для мп Comap 733JBE;8;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;420,84;637;0103-00278;&;0
b0100004098;Переход PP-H на чугун Дн110/124 без манжеты Политэк;34;Водоотведение;Трубы для внутреннего водоотведения и соед части;Политэк;S;D0;24,36;49;0201-00533;&;0
b0100004100;Манжета ПВХ переходн на гладкий конец чуг.труб Дн110х124 Политэк;83;Водоотведение;Трубы для внутреннего водоотведения и соед части;Политэк;S;P2;40,52;81;0201-00534;&;0
b0100013480;Манометр ДМ02-100-1-M радиальный Дк100 4МПа кл.т.1,5 М20х1,5 160C паспорт Метер;3;Приборы учета и КИП;Термометры, манометры;Метер;Z;NL;243,36;279;0701-00246;&;0
b0100013483;Труба НПВХ Дн200х4,9 L=2,0м Хемкор;15;Водоотведение;Трубы для наружного водоотведения и соед части;Хемкор;S;D0;585,09;827;0202-00257;&;0
b0200038454;Крестовина PP Дн110х50х45° Политэк;4;Водоотведение;Трубы для внутреннего водоотведения и соед части;Политэк;Z;D0;87,79;142;0201-00642;&;0
