b0100015474;Кран шаровой BASE латунь VT.214 Ду1" ВР/ВР рычаг Valtec VT.214.N.06;6;Запорная арматура;Краны;Valtec;Z;D0;334,84;558;0301-01574;&;0
b0100015502;Манометр ДМ02-100 радиальный Дк100 1МПа G1/2" Метер 011-0030;3;Приборы учета и КИП;Термометры, манометры;Метер;S;P2;302,15;412;0701-00043;&;0
b0100015521;Расходомер Карат-РС ультразвуковой энергонезависимый с индикацией и КМЧ  Ду80 фл НПО Карат;2;Приборы учета и КИП;Теплосчетчики;НПО Карат;Z;NL;19 543,75;21 928;0705-00352;&;0
b0100015559;Арматура МА-35-06 для термопреобразователя (гил.L35+ бобыш.М20*1,5);0;Приборы учета и КИП;Теплосчетчики;_;S;D2;261,3;363;0705-00353;0;0
b0100015601;Термометр керосиновый  прям  L=163мм 150C;1;Приборы учета и КИП;Термометры, манометры;_;S;P2;54,8;91;0701-00153;0;0
b0100015622;Клапан обратный латунь VYC170-01 Ду32 Ру16 межфл 250C АДЛ 4680;1;Регулирующая и предохр арматура и автоматика;Затворы, клапаны обратные;АДЛ;Z;NL;3 265,18;3 663,56;0405-00378;&;0
b0100015626;Полотенцесушитель сталь нерж МП1 500х500 1" с полочкой АДВ;4;Сантехника;Полотенцесушители;АДВ;S;Pz;1 790;2 531;0911-00212;&;0
b0100015628;Полотенцесушитель сталь нерж МП2 500х500 1" с полочкой АДВ;1;Сантехника;Полотенцесушители;АДВ;S;D1;2 114,23;2 960;0911-00214;&;0
b0100015636;Переходник PPSU Дн32x25 для PE-X Uponor 1001240;6;Трубопроводы и соединительные части;Труба из сшитого полиэтилена (Pex)и соединительные части;Uponor;S;P2;250,6;502;0104-00015;0;0
b0100015724;Клапан термостатическ  Ду20 угл Giacomini R401X034;3;Отопительное оборудование;Регулирующая арматура и узлы подключения для приборов отопления;Giacomini;Q;NL;218,98;239;0503-00180;&;0
b0100015700;Фильтр сетчатый косой никель VT.192 (VT.400) (500-1000мкм) Ду3/4" ВР/ВР Valtec VT.192.N.05;10;Регулирующая и предохр арматура и автоматика;Фильтры и грязевики;Valtec;Z;NL;249,63;416;0406-00373;&;0
b0100015750;Штуцер латунь Дн25х3/4" для PE-X ВР Uponor 1023012;1;Трубопроводы и соединительные части;Труба из сшитого полиэтилена (Pex)и соединительные части;Uponor;Z;D0;367,91;469;0104-00074;&;0
b0100015804;Клапан пожарн латунь 15б3р Ду50 Ру10 ВР/ВР;1;Пожарное оборудование;Шкафы пожарные, устройства внутриквартирного пожаротушения и комплектующие;_;S;D1;609;862;1102-00022;@;0
b0100015827;Труба PP-H серый Дн50х1,8 б/нап L=1,5м в комплекте Ostendorf  033-0218;1;Водоотведение;Трубы для внутреннего водоотведения и соед части;Ostendorf;S;P2;74,4;107;0201-00041;0;0
b0100015984;Термометр биметаллический ТБ100 осевой Дк100 L=60мм в комплекте гильза защит G1/2" 120C Метер;15;Приборы учета и КИП;Термометры, манометры;Метер;S;P2;225;357;0701-00116;&;0
b0100016090;Переход сталь оц Дн133х57 ПЗКТ;1;Трубопроводы и соединительные части;Труба стальная и соединительные части;ПЗКТ;Z;NL;388,3;423;0101-01551;&;0
b0100016097;Кран Маевского Ду15 под отвертку никель Arco 0044;181;Отопительное оборудование;Воздухоотводчики;Arco;S;D1;29,58;71;0504-00049;&;0
b0100014745;Кран шаровой BASE латунь VT.217 Ду1/2" ВР/ВР бабочка Valtec VT.217.N.04;30;Запорная арматура;Краны;Valtec;S;P2;125,41;209;0301-01586;&;0
b0100014747;Кран шаровой BASE латунь VT.227 Ду1" ВР/НР бабочка с полусгоном Valtec VT.227.N.06;1;Запорная арматура;Краны;Valtec;Z;D0;553,87;923;0301-01860;&;0
b0100014750;Кран шаровой BASE латунь VT.218 Ду1" ВР/НР бабочка Valtec VT.218.N.06;14;Запорная арматура;Краны;Valtec;Z;NL;387,05;645;0301-01591;&;0
b0100014752;Муфта PP-R усиленн комбинированн разъемн Дн40х1 1/2" ВР ПК Контур 011304040500;104;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;P2;399,21;858,5;0105-01156;@;0
b0100014753;Муфта PP-R усиленн комбинированн разъемн Дн40х1 1/2" НР ПК Контур 011301040500;33;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;P2;502,62;1 080,9;0105-01157;@;0
b0100030946;Унитаз-компакт Малыш белый бок/подвод кнопка косой выпуск Новокузнецк;12;Сантехника;Унитазы;Новокузнецк;S;P2;1 920;2 850;0902-00120;@;0
b0100030995;Клапан предохранительный латунь Prescor Rp1/2"xRp1/2" Ру16 ВР/ВР Рср1,5 АДЛ 5371;1;Регулирующая и предохр арматура и автоматика;Клапаны предохранительные;АДЛ;Z;D0;351,16;394,04;0404-00175;&;0
b0100031178;Переходник латунь удлиненн хром Ду1" ВР/НР L=30мм General Fittings;3;Трубопроводы и соединительные части;Латунные и чугунные соединительные части трубопроводов;General Fittings;Z;NL;127,61;140;0111-01318;&;0
b0100009699;Сгон сталь Ду65 L=170мм б/комплекта из труб по ГОСТ 3262-75 КАЗ;13;Трубопроводы и соединительные части;Труба стальная и соединительные части;КАЗ;S;P2;83,14;144;0101-00696;0;0
b0100009703;Угольник PP-R двойн белый Дн20х1/2" ВР с креплением ПК Контур 011422020100;179;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;85,83;184,6;0105-01315;@;0
b0100009704;Кран PP-R шаровой Дн20х1/2" НР угл для радиатора ПК Контур 011105020100;349;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;142,2;305,8;0301-00014;@;0
b0100009705;Кран PP-R шаровой Дн25х3/4" НР угл для радиатора ПК Контур 011105025200;92;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;186,97;402,1;0105-01595;@;0
b0100009706;Фильтр PP-R сетчатый белый Дн32 ВР/НР ПК Контур 011131032000;30;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;P2;161,91;348,2;0105-00036;&;0
b0100009713;Подводка гибкая для насоса НР/нак.г 70см прямая Ду1";2;Насосное оборудование;Комплектующие и аксессуары для насосов;;Z;NL;264,32;351;;&;0
b0100009745;Хомут с р/прокладкой Ду132-137 (5") М10  б/комплекта;4;Трубопроводы и соединительные части;Крепежные изделия;_;Z;D0;40,83;54;0112-00176;&;0
b0100008204;Угольник PP-R комбинированн белый Дн25х3/4" ВР ПК Контур 011414025200;133;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;P2;39,85;85,7;0105-00731;@;0
b0100008336;Заглушка для радиатора   1" лев OTER;72;Отопительное оборудование;Радиаторы;OTER;S;D1;28,57;43;0502-01399;&;0
b0100008337;Заглушка для радиатора   1" прав OTER;173;Отопительное оборудование;Радиаторы;OTER;S;D0;28,57;43;0502-01400;&;0
